Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Route 98 - Minimart],Price [Route 98 - Minimart],In stock [Route 98 - Minimart],Low stock [Route 98 - Minimart]
shell-brake-and-clutch-fluid,10240,SHELL BRAKE AND CLUTCH FLUID,SHELL,,N,,,,,,,0.00,5011987132221,,,Y,Y,271.00,8.000,
silka-(whitening-herbal-soap),10247,SILKA (WHITENING HERBAL SOAP),HOME ESSENTIALS,,N,,,,,,,18.20,4806507832481,,,Y,Y,22.00,6.000,5.000
silver-swan-soy-sauce-1l,10061,SILVER SWAN SOY SAUCE 1L,FOOD,,N,,,,,,,0.00,4800344001628,,,Y,Y,56.00,3.000,
silver-swan-soy-sauce-200ml,10065,SILVER SWAN SOY SAUCE 200ML,FOOD,,N,,,,,,,0.00,4800344001949,,,Y,Y,13.00,52.000,
silver-swan-soy-sauce-25ml,10038,SILVER SWAN SOY SAUCE 25ML,FOOD,,N,,,,,,,0.00,4800344001925,,,Y,Y,3.00,248.000,
silver-swan-soy-sauce-385ml,10382,SILVER SWAN SOY SAUCE 385ML,FOOD,,N,,,,,,,24.50,4800344001420,,,Y,Y,31.85,0.000,
silver-swan-suka,10062,SILVER SWAN SUKA 1L,FOOD,,N,,,,,,,0.00,4800344004629,,,Y,Y,45.00,3.000,
silver-swan-suka-200ml,10064,SILVER SWAN SUKA 200ML,FOOD,,N,,,,,,,0.00,4800344004940,,,Y,Y,11.00,51.000,
silver-swan-suka-25ml,10037,SILVER SWAN SUKA 25ML,FOOD,,N,,,,,,,0.00,4800344004926,,,Y,Y,3.00,133.000,
silver-swan-sukang-puti-385ml,98000134,SILVER SWAN SUKANG PUTI 385ML,KITCHEN,,N,,,,,,,0.00,4800344004421,,,Y,Y,variable,0.000,
silver-swan-sukang-puti-385ml-1,10208,SILVER SWAN SUKANG PUTI 385ML,FOOD,,N,,,,,,,20.50,4800344004421,,,Y,Y,26.65,5.000,
sisters-dry-maxi-8,10032,SISTERS DRY MAXI 8,FEMININE CARE,<p>DRY MAXI GREEN</p>,N,,,,,,,0.00,4806506318955,,,Y,Y,28.00,23.000,
sisters-night-plus-w/-wings-8pcs,10033,SISTERS NIGHT PLUS W/ WINGS 8PCS,FEMININE CARE,<p>SISTERS BLUE</p>,N,,,,,,,0.00,4806506318856,,,Y,Y,40.00,16.000,
sisters-overnight-dry,10421,SISTERS OVERNIGHT DRY,FEMININE CARE,,N,,,,,,,32.75,4806506318900,,,Y,Y,42.50,3.000,
sisters-pantyliners-8pcs,10075,SISTERS PANTYLINERS 8PCS,FEMININE CARE,,N,,,,,,,0.00,4806506318870,,,Y,Y,15.00,29.000,
skyflakes-condensada,10329,SKYFLAKES CONDENSADA,FOOD,,N,,,,,,,6.95,,,,Y,Y,9.98,30.000,
skyflakes-cracker,10374,SKYFLAKES CRACKER,SNACKS,,N,,,,,,,6.00,750515018402,,,Y,Y,9.98,18.000,4.000
skyflakes-cracker-10pack,10373,SKYFLAKES CRACKER 1PACK,SNACKS,,N,,,,,,,60.00,750515018501,,,Y,Y,84.98,0.000,
skyflakes-tsokolate,10328,SKYFLAKES TSOKOLATE,FOOD,,N,,,,,,,7.28,750515031029,,,Y,Y,9.98,5.000,
sm-flavored-beer,10085,SM FLAVORED BEER APPLE,DRINKS,,N,,,,,,,41.00,4801032281049,,,Y,Y,53.00,12.000,
sm-pale-pilsen,10086,SM PALE PILSEN 320ML,DRINKS,,N,,,,,,,45.00,4801032111025,,,Y,Y,58.00,23.000,
sm-pale-pilsen-grande,10087,SM PALE PILSEN GRANDE,DRINKS,,N,,,,,,,115.00,4801032111131,,,Y,Y,130.00,3.000,
smirnoff,98000120,SMIRNOFF,DRINKS,,N,,,,,,,54.00,4800142116111,,,Y,Y,65.00,2.000,
special-hobe-bihon,98000094,SPECIAL HOBE BIHON,FOOD,,N,,,,,,,18.85,4800528456299,,,Y,Y,25.00,10.000,
special-odong,98000100,SPECIAL ODONG,FOOD,,N,,,,,,,0.00,4809011014121,,,Y,Y,variable,25.000,
special-odong-1,98000101,SPECIAL ODONG,FOOD,,N,,,,,,,25.30,4809011014121,,,Y,Y,35.00,25.000,
special-odong-per-piece,10269,SPECIAL ODONG PER PIECE,FOOD,,N,,,,,,,2.11,,,,Y,Y,5.00,12.000,
speed-bar-blue,10094,SPEED BAR BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0.00,4806020497310,,,Y,Y,25.00,33.000,
speed-bar-kalamansi,10097,SPEED BAR KALAMANSI,Cleaning/Laundry Supplies,,N,,,,,,,0.00,4806020497334,,,Y,Y,25.00,5.000,
speed-bar-speckled-blue,10098,SPEED BAR SPECKLED BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0.00,4806020497341,,,Y,Y,26.00,52.000,
speed-bar-w/-fabcon,10096,SPEED BAR W/ FABCON,Cleaning/Laundry Supplies,,N,,,,,,,0.00,4806020497471,,,N,Y,27.00,,
spirax-s1-atf-tasa-1l,1035..,SPIRAX S1 ATF TASA 1L,SHELL,,N,,,,,,,0.00,5011987043893,,,Y,Y,379.00,15.000,
sprcrnch-cheese,10159,SPRCRNCH CHEESE,SNACKS,,N,,,,,,,0.00,4800365101215,,,Y,Y,12.00,9.000,
springmaid-toothbrush,10311,SPRINGMAID TOOTHBRUSH,HOME ESSENTIALS,,N,,,,,,,0.00,4806014881750,,,N,Y,15.00,,
sprite-1.5l,10114,SPRITE 1.5L,DRINKS,,N,,,,,,,0.00,4801981116270,,,Y,Y,75.00,1.000,
sprite-1.75l,98000119,SPRITE 1.75L,DRINKS,,N,,,,,,,61.67,4801981116270,,,Y,Y,84.75,11.000,
sprite-237ml,10125,SPRITE 237ML,DRINKS,,N,,,,,,,0.00,,,,Y,Y,18.00,0.000,
star-corned-beef-150g,10480,STAR CORNED BEEF 150G,FOOD,,N,,,,,,,34.75,4808887011852,,,Y,Y,40.00,5.000,
sting-290ml-1,10253,STING 290ML,DRINKS,,N,,,,,,,16.75,480392503355,,,Y,Y,25.00,9.000,5.000
sting-strwbrry-320ml,10192,STING STRWBRRY 320ML,DRINKS,,N,,,,,,,0.00,4803925033421,,,Y,Y,25.00,0.000,
sukamod,10063,SUKAMOD,FOOD,,N,,,,,,,0.00,,,,Y,Y,40.00,7.000,
sulit-bar-speckled-blue,10100,SULIT BAR SPECKLED BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0.00,4806020492032,,,Y,Y,24.00,2.000,
summit-(1000ml),10257,SUMMIT (1000ML),DRINKS,,N,,,,,,,0.00,4800014142088,,,Y,Y,25.00,0.000,5.000
sunsilk-smth&mngbl-15ml,10271,SUNSILK SMTH&MNGBL 15ML,BATH ESSENTIALS,,N,,,,,,,6.00,4800888169716,,,Y,Y,8.98,13.000,
super-bawang-5g,10413,SUPER BAWANG 5G,SNACKS,,N,,,,,,,0.98,4806511012510,,,Y,Y,2.00,24.000,
supercrnch-beef,10162,SUPER CRUNCH BEEFY BBQ 55G,SNACKS,,N,,,,,,,10.50,4800365101222,,,Y,Y,14.50,8.000,
supercrnch-cheese,10186,SUPER CRUNCH CHEESE 5G,SNACKS,,N,,,,,,,10.50,4800365101215,,,Y,Y,14.50,1.000,
supercrnch-spcl,10163,SUPER CRUNCH SPECIAL CHIP CHARON 32G,SNACKS,,N,,,,,,,10.50,4800365701057,,,Y,Y,14.50,-5.000,
surf-bar-blue,10102,SURF BAR BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0.00,4800888136701,,,Y,Y,25.00,1.000,
surf-bar-tawas,10103,SURF BAR TAWAS,Cleaning/Laundry Supplies,,N,,,,,,,0.00,4800888136800,,,Y,Y,26.00,2.000,
surf-powder-antibac-65g,10407,SURF POWDER ANTIBAC 65G,Cleaning/Laundry Supplies,,N,,,,,,,7.25,4800888218940,,,Y,Y,10.00,12.000,
surf-powder-kalamansi,10105,SURF POWDER KALAMANSI,Cleaning/Laundry Supplies,,N,,,,,,,7.25,4800888151827,,,Y,Y,10.00,6.000,
surf-powder-purple-blooms-65g,10406,SURF POWDER PURPLE BLOOMS 65G,Cleaning/Laundry Supplies,,N,,,,,,,7.25,4800888199133,,,Y,Y,10.00,12.000,
rose-powder-rose-fresh-65g,10408,SURF POWDER ROSE FRESH 65G,Cleaning/Laundry Supplies,,N,,,,,,,7.25,4800888183804,,,Y,Y,10.00,3.000,
surf-ultra-power-liquid-(-rose-fresh),10245,SURF ULTRA POWER LIQUID ( ROSE FRESH),HOME ESSENTIALS,,N,,,,,,,7.50,4800888223395,,,Y,Y,10.00,12.000,5.000
surf(cherry-blossom),10244,SURF(CHERRY BLOSSOM),HOME ESSENTIALS,,N,,,,,,,6.70,4800888189806,,,Y,Y,9.98,3.000,5.000
sweetchili-chps-bbq,10157,SWEETCHILI CHPS BBQ,SNACKS,,N,,,,,,,8.25,4800365221074,,,Y,Y,11.50,8.000,
swtchli-crnchps-bbq-7g,10177,SWTCHLI CRNCHPS BBQ 7G,SNACKS,,N,,,,,,,0.00,4800365221029,,,Y,Y,12.00,23.000,
tagay-chiligarlic-7g,10178,TAGAY CHILIGARLIC 7G,SNACKS,,N,,,,,,,0.00,4800365181026,,,Y,Y,2.00,19.000,
tanduay-rhum-65p-375,10120,TANDUAY RHUM 65P 375,DRINKS,,N,,,,,,,0.00,4800220504250,,,Y,Y,65.00,14.000,
tanduay-rhum-65p-750,10122,TANDUAY RHUM 65P 750,DRINKS,,N,,,,,,,0.00,4800220504151,,,Y,Y,150.00,1.000,
tanduay-select-700ml,980000039,TANDUAY SELECT 700ML,DRINKS,,N,,,,,,,138.59,4800220604752,,,Y,Y,155.00,5.000,5.000
tang-dalandan,10417,TANG DALANDAN,FOOD,,N,,,,,,,19.85,7622300858575,,,Y,Y,26.00,12.000,
tang-lychee,10418,TANG LYCHEE,FOOD,,N,,,,,,,20.70,8850338027895,,,Y,Y,27.00,11.000,
tang-mixed-berries,10419,TANG MIXED BERRIES,FOOD,,N,,,,,,,20.80,8850338024580,,,Y,Y,27.00,11.000,
tang-orange,10420,TANG ORANGE,FOOD,,N,,,,,,,19.95,7622300559991,,,Y,Y,26.00,12.000,
tattoos-corn-chips-bbq-58g,10390,TATTOOS CORN CHIPS BBQ 58G,SNACKS,,N,,,,,,,7.65,,,,Y,Y,12.25,3.000,
tattoos-corn-chips-bbq-58g-1,10390Q,TATTOOS CORN CHIPS BBQ 58G,SNACKS,,N,,,,,,,7.65,4806521795922,,,Y,Y,12.25,8.000,
tattoos-crnchps-cheese,10161,TATTOOS CORN CHIPS CHEESE 58G,SNACKS,,N,,,,,,,10.50,4806521795915,,,Y,Y,12.25,14.000,
tattoos-crnchps-swtcrn,10160,TATTOOS CORN CHIPS SWEET CORN 58G,SNACKS,,N,,,,,,,10.50,4806521795908,,,Y,Y,12.25,3.000,
tattoos-corn-tube-60g,10396,TATTOOS CORN TUBE PIZZA 60G,SNACKS,,N,,,,,,,10.90,4806521790750,,,Y,Y,14.98,3.000,
tattoos-tube-pizza-60g,10397,TATTOOS TUBE SPICY PIZZA 60G,SNACKS,,N,,,,,,,10.90,,,,Y,Y,14.98,10.000,
tawas-barelab-50g,10267,TAWAS BARELAB 50G,BATH ESSENTIALS,,N,,,,,,,10.00,74575138,,,Y,Y,15.00,11.000,
tide-bar-w/-downy,10099,TIDE BAR W/ DOWNY,Cleaning/Laundry Supplies,,N,,,,,,,0.00,4902430800846,,,Y,Y,17.00,32.000,
tide-powder-jumbo-pack-deep-clean,980000024,TIDE POWDER JUMBO PACK DEEP CLEAN,Cleaning/Laundry Supplies,,N,,,,,,,15.12,4987176345684,,,Y,Y,19.98,25.000,
tide-powder-jumbo-pack-garden-bloom,980000023,TIDE POWDER JUMBO PACK GARDEN BLOOM,Cleaning/Laundry Supplies,,N,,,,,,,15.12,4902430831161,,,Y,Y,19.98,24.000,
today's-mixed-fruits-3kg,10468,TODAY'S MIXED FRUITS 3KG,FOOD,,N,,,,,,,320.00,4800024038548,,,Y,Y,340.00,2.000,
today's-mixed-fruits-836g,10469,TODAY'S MIXED FRUITS 836G,FOOD,,N,,,,,,,99.00,4800024558268,,,Y,Y,125.00,3.000,
toothpick,10046,TOOTHPICK,HOME ESSENTIALS,,N,,,,,,,0.00,6933961560259,,,N,Y,15.00,,
tortillos,98000058,TORTILLOS,SNACKS,,N,,,,,,,6.50,4800016138539,,,Y,Y,9.00,9.000,
train-choclait,98000103,TRAIN CHOCLAIT,SNACKS,,N,,,,,,,0.00,,,,Y,Y,variable,3.000,
train-choclait-1,98000104,TRAIN CHOCLAIT,SNACKS,,N,,,,,,,0.00,,,,Y,Y,variable,3.000,
train-choclait-2,98000105,TRAIN CHOCLAIT,SNACKS,,N,,,,,,,155.55,,,,Y,Y,185.00,2.000,
tropicana-twister-orange,10385,TROPICANA TWISTER ORANGE,,,N,,,,,,,25.37,,,,N,Y,30.00,,
tropicana-twister-orange-1,10385Q,TROPICANA TWISTER ORANGE,,,N,,,,,,,25.37,4803925051104,,,Y,Y,30.00,11.000,
ufc-coco-cream-400ml,10035,UFC COCO CREAM 400ML,FOOD,,N,,,,,,,0.00,4801668608210,,,Y,Y,74.00,4.000,
unilove-baby-wipes,10250,UNILOVE BABY WIPES,BABY ESSENTIALS,,N,,,,,,,46.33,4806525540771,,,Y,Y,79.50,17.000,
unilove-squalane-wipes,10249,UNILOVE SQUALANE WIPES,HOME ESSENTIALS,,N,,,,,,,24.50,4806525547121,,,Y,Y,40.00,1.000,
v-cut-cheese-flavor-25g,98000061,VCUT CHEESE FLAVOR 25G,SNACKS,,N,,,,,,,14.25,4800016603259,,,Y,Y,20.25,6.000,
vcut-cheese-flavor-60g,98000063,VCUT CHEESE FLAVOR 60G,SNACKS,,N,,,,,,,31.95,4800016603266,,,Y,Y,41.50,6.000,
vcut-spicy-barbeque,10317@,VCUT SPICY BARBEQUE 25G,SNACKS,,N,,,,,,,16.00,4800016622533,,,Y,Y,20.25,8.000,
vcut-spicy-barbeque-60g,10246,VCUT SPICY BARBEQUE 60G,SNACKS,,N,,,,,,,31.95,4800016625534,,,Y,Y,41.50,7.000,
veneranda-holiday-pancit-canton,10461,VENERANDA HOLIDAY PANCIT CANTON,FOOD,,N,,,,,,,55.50,4809011532861,,,Y,Y,65.00,3.000,
vino-kulafu-350,10119,VINO KULAFU 350,DRINKS,,N,,,,,,,43.90,4800130300515,,,Y,Y,50.00,6.000,
vitamilk(doublechoco)-300ml,98000108,VITAMILK(DOUBLECHOCO) 300ML,DRINKS,,N,,,,,,,29.50,8851028002505,,,Y,Y,35.00,9.000,3.000
whisper--floral,10077,WHISPER  FLORAL,FEMININE CARE,<p>PINK</p>,N,,,,,,,0.00,4902430293426,,,Y,Y,50.00,3.000,
whisper-night-8pcs,10079,WHISPER NIGHT 8PCS,FEMININE CARE,,N,,,,,,,0.00,4902430867122,,,Y,Y,75.00,2.000,
white-sugar-1/4,10058,WHITE SUGAR 1/4,FOOD,,N,,,,,,,0.00,,,,Y,Y,24.00,18.000,
white-sugar-1kg,10059,WHITE SUGAR 1KG,FOOD,,N,,,,,,,0.00,,,,Y,Y,90.00,1.000,
wilkins-pure-1l,98000048,WILKINS PURE 1L,DRINKS,,N,,,,,,,15.91,4801981119981,,,Y,Y,25.00,-1.000,5.000
wilkins-pure-500,98000047,WILKINS PURE 500,DRINKS,,N,,,,,,,9.37,4801981107971,,,Y,Y,15.00,23.000,10.000
wings-powder-57g,10104,WINGS POWDER BLUE 57G,Cleaning/Laundry Supplies,,N,,,,,,,0.00,8998866800808,,,Y,Y,8.00,42.000,
winston-kaha,98000115,WINSTON RED KAHA,,,N,,,,,,,184.00,48040594,,,Y,Y,215.00,3.000,
winston-stick,98000117,WINSTON RED STICK,CIGARETTE,,N,,,,,,,9.10,48040594,,,Y,Y,12.00,-4.000,1.000
winston-white-kaha,98000118,WINSTON WHITE KAHA,,,N,,,,,,,184.00,,,,Y,Y,220.00,4.000,
winston-white-stick,98000116,WINSTON WHITE STICK,,,N,,,,,,,9.92,,,,Y,Y,12.00,19.000,
xsakto-8g,10412,XSAKTO 8G,SNACKS,,N,,,,,,,0.98,4806511010844,,,Y,Y,2.00,24.000,
yakult,10193,YAKULT,DRINKS,,N,,,,,,,10.00,054028367911,,,Y,Y,15.00,20.000,
youmei-ballpen,10301,YOUMEI BALLPEN,SCHOOL SUPPLIES,,N,,,,,,,7.00,6932808780027,,,Y,Y,10.00,12.000,
zonrox-lemon-250,10009,ZONROX LEMON 250,Cleaning/Laundry Supplies,<p>250ML</p>,N,,,,,,,0.00,4800047840289,,,Y,Y,27.00,24.000,
zonrox-orig-100,10008,ZONROX ORIG 100,Cleaning/Laundry Supplies,<p>100ML</p>,N,,,,,,,0.00,4800047840043,,,Y,Y,12.00,35.000,5.000
zonrox-orig-1l,10010,ZONROX ORIG 1L,Cleaning/Laundry Supplies,<p>1L</p>,N,,,,,,,0.00,4800047840012,,,Y,Y,62.00,20.000,
zonrox-orig-250,10015,ZONROX ORIG 250,Cleaning/Laundry Supplies,<p>250ML</p>,N,,,,,,,0.00,4800047840036,,,Y,Y,26.00,18.000,0.000
zonrox-orig-500,10014,ZONROX ORIG 500,Cleaning/Laundry Supplies,<p>500ML</p>,N,,,,,,,0.00,4800047840029,,,Y,Y,35.50,4.000,
zonroxcsafe225,10011,ZONROXCSAFE225,Cleaning/Laundry Supplies,<p>225ML</p>,N,,,,,,,0.00,4800047841729,,,Y,Y,38.50,15.000,
zonroxcsafe95,10012,ZONROXCSAFE95,Cleaning/Laundry Supplies,<p>95ML</p>,N,,,,,,,0.00,4800047841781,,,Y,Y,15.00,20.000,5.000
zonroxlemon500,10013,ZONROXLEMON500,Cleaning/Laundry Supplies,<p>500ML</p>,N,,,,,,,0.00,4800047840272,,,Y,Y,35.50,15.000,
